257
0.0375,-0.0375,-0.0375
0.0375,0.0,-0.0375
0.0375,0.0375,-0.0375
0.0375,0.075,-0.0375
0.0375,0.11249999999999999,-0.0375
0.075,-0.11249999999999999,-0.0375
0.075,-0.075,-0.0375
0.075,-0.0375,-0.0375
0.075,0.0,-0.0375
0.075,0.0375,-0.0375
0.075,0.075,-0.0375
0.075,0.11249999999999999,-0.0375
0.11249999999999999,-0.075,-0.0375
0.11249999999999999,-0.0375,-0.0375
0.11249999999999999,0.0,-0.0375
0.11249999999999999,0.0375,-0.0375
0.11249999999999999,0.075,-0.0375
-0.15,0.0,0.0
-0.11249999999999999,-0.075,0.0
-0.11249999999999999,-0.0375,0.0
-0.11249999999999999,0.0,0.0
-0.11249999999999999,0.0375,0.0
-0.11249999999999999,0.075,0.0
-0.075,-0.11249999999999999,0.0
-0.075,-0.075,0.0
-0.075,-0.0375,0.0
-0.075,0.0,0.0
-0.075,0.0375,0.0
-0.075,0.075,0.0
-0.075,0.11249999999999999,0.0
-0.0375,-0.11249999999999999,0.0
-0.0375,-0.075,0.0
-0.0375,-0.0375,0.0
-0.0375,0.0,0.0
-0.0375,0.0375,0.0
-0.0375,0.075,0.0
-0.0375,0.11249999999999999,0.0
0.0,-0.15,0.0
0.0,-0.11249999999999999,0.0
0.0,-0.075,0.0
0.0,-0.0375,0.0
0.0,0.0,0.0
0.0,0.0375,0.0
0.0,0.075,0.0
0.0,0.11249999999999999,0.0
0.0,0.15,0.0
0.0375,-0.11249999999999999,0.0
0.0375,-0.075,0.0
0.0375,-0.0375,0.0
0.0375,0.0,0.0
0.0375,0.0375,0.0
0.0375,0.075,0.0
0.0375,0.11249999999999999,0.0
0.075,-0.11249999999999999,0.0
0.075,-0.075,0.0
0.075,-0.0375,0.0
0.075,0.0,0.0
0.075,0.0375,0.0
0.075,0.075,0.0
0.075,0.11249999999999999,0.0
0.11249999999999999,-0.075,0.0
0.11249999999999999,-0.0375,0.0
0.11249999999999999,0.0,0.0
0.11249999999999999,0.0375,0.0
0.11249999999999999,0.075,0.0
0.15,0.0,0.0
-0.11249999999999999,-0.075,0.0375
-0.11249999999999999,-0.0375,0.0375
-0.11249999999999999,0.0,0.0375
-0.11249999999999999,0.0375,0.0375
-0.11249999999999999,0.075,0.0375
-0.075,-0.11249999999999999,0.0375
-0.075,-0.075,0.0375
-0.075,-0.0375,0.0375
-0.075,0.0,0.0375
-0.075,0.0375,0.0375
-0.075,0.075,0.0375
-0.075,0.11249999999999999,0.0375
-0.0375,-0.11249999999999999,0.0375
-0.0375,-0.075,0.0375
-0.0375,-0.0375,0.0375
-0.0375,0.0,0.0375
-0.0375,0.0375,0.0375
-0.0375,0.075,0.0375
-0.0375,0.11249999999999999,0.0375
0.0,-0.11249999999999999,0.0375
0.0,-0.075,0.0375
0.0,-0.0375,0.0375
0.0,0.0,0.0375
0.0,0.0375,0.0375
0.0,0.075,0.0375
0.0,0.11249999999999999,0.0375
0.0375,-0.11249999999999999,0.0375
0.0375,-0.075,0.0375
0.0375,-0.0375,0.0375
0.0375,0.0,0.0375
0.0375,0.0375,0.0375
0.0375,0.075,0.0375
0.0375,0.11249999999999999,0.0375
0.075,-0.11249999999999999,0.0375
0.075,-0.075,0.0375
0.075,-0.0375,0.0375
0.075,0.0,0.0375
0.075,0.0375,0.0375
0.075,0.075,0.0375
0.075,0.11249999999999999,0.0375
0.11249999999999999,-0.075,0.0375
0.11249999999999999,-0.0375,0.0375
0.11249999999999999,0.0,0.0375
0.11249999999999999,0.0375,0.0375
0.11249999999999999,0.075,0.0375
-0.11249999999999999,-0.0375,0.075
-0.11249999999999999,0.0,0.075
-0.11249999999999999,0.0375,0.075
-0.075,-0.075,0.075
-0.075,-0.0375,0.075
-0.075,0.0,0.075
-0.075,0.0375,0.075
-0.075,0.075,0.075
-0.0375,-0.11249999999999999,0.075
-0.0375,-0.075,0.075
-0.0375,-0.0375,0.075
-0.0375,0.0,0.075
-0.0375,0.0375,0.075
-0.0375,0.075,0.075
-0.0375,0.11249999999999999,0.075
0.0,-0.11249999999999999,0.075
0.0,-0.075,0.075
0.0,-0.0375,0.075
0.0,0.0,0.075
0.0,0.0375,0.075
0.0,0.075,0.075
0.0,0.11249999999999999,0.075
0.0375,-0.11249999999999999,0.075
0.0375,-0.075,0.075
0.0375,-0.0375,0.075
0.0375,0.0,0.075
0.0375,0.0375,0.075
0.0375,0.075,0.075
0.0375,0.11249999999999999,0.075
0.075,-0.075,0.075
0.075,-0.0375,0.075
0.075,0.0,0.075
0.075,0.0375,0.075
0.075,0.075,0.075
0.11249999999999999,-0.0375,0.075
0.11249999999999999,0.0,0.075
0.11249999999999999,0.0375,0.075
-0.075,-0.0375,0.11249999999999999
-0.075,0.0,0.11249999999999999
-0.075,0.0375,0.11249999999999999
-0.0375,-0.075,0.11249999999999999
-0.0375,-0.0375,0.11249999999999999
-0.0375,0.0,0.11249999999999999
-0.0375,0.0375,0.11249999999999999
-0.0375,0.075,0.11249999999999999
0.0,-0.075,0.11249999999999999
0.0,-0.0375,0.11249999999999999
0.0,0.0,0.11249999999999999
0.0,0.0375,0.11249999999999999
0.0,0.075,0.11249999999999999
0.0375,-0.075,0.11249999999999999
0.0375,-0.0375,0.11249999999999999
0.0375,0.0,0.11249999999999999
0.0375,0.0375,0.11249999999999999
0.0375,0.075,0.11249999999999999
0.075,-0.0375,0.11249999999999999
0.075,0.0,0.11249999999999999
0.075,0.0375,0.11249999999999999
0.0,0.0,0.15
